260.4983,204.0918,77.1609,-162.2559,-298.3622,23.17187,158.7552,446.5703,243.2271,220.1998,200.1702,4.663728,-269.6886,-292.6293,-77.40322,289.5883,440.5621,266.6003,76.20251,55.03514,133.8836,130.1793,133.8836,76.20251,123.8291,0,133.8836,-186.6764,-45.86704,179.7267,348.7557,338.5696,126.2779,-132.0001,-126.1059,-109.6287,-224.5138,-204.0918,189.0187,310.9566,304.1832,242.4785,-158.7552,-312.6867,-243.2271,-124.7332,20.49625,30.63142,152.7663,165.7612,60.33213,45.68389,-173.7194,-45.16845,133.8836,123.2999,0,0,133.8836,0,0,133.8836,124.8874,75.55151,39.81633,-10.75633,-53.64439,-58.20758,112.6977,57.95999,61.00216,47.45125
224.5138,239.0179,78.74846,-274.9721,-229.5683,22.64268,287.8761,312.6867,243.2271,220.1998,200.1702,-54.0757,-269.6886,-292.6293,-106.5083,289.5883,411.457,238.5536,0,0,133.8836,80.96516,0,0,133.8836,97.36987,0,-186.6764,-169.6961,60.13114,228.631,381.9627,224.177,1.883428,-180.6119,-87.93219,-224.5138,-177.6326,189.0187,343.766,432.2458,108.595,-33.3386,-299.9863,-243.2271,-124.7332,-113.3873,149.1687,152.7663,165.7612,60.33213,-86.61212,-145.6727,-135.1297,10.0545,16.40471,0,133.8836,133.8836,132.8252,0,133.8836,0,177.684,39.81633,86.61354,-53.64439,-58.20758,98.93896,151.0964,161.5471,181.3348
346.7553,225.2591,-50.90163,-274.9721,-171.358,-108.595,163.5179,382.539,324.7214,220.1998,304.4195,-9.095057,-269.6886,-165.0959,16.79154,155.7048,306.6786,308.4059,123.2999,0,0,0,0,127.0042,0,82.55271,134.4128,-186.6764,-168.1086,45.84317,324.4133,248.0791,224.7062,-21.92986,-259.9895,-202.2359,-224.5138,-69.14984,55.13511,387.6883,322.1755,157.8091,-158.7552,-296.8112,-243.2271,-108.8577,-113.3873,157.6356,172.8753,195.9247,60.33213,-88.19967,-134.5598,-78.50704,42.86391,0,0,48.15575,0,127.5334,134.4128,0,13.75879,43.80046,39.81633,49.04147,-15.01396,74.61761,-21.18583,30.97161,116.5665,98.25292
224.5138,204.0918,79.27764,-162.2559,-164.4786,25.2886,292.6388,312.6867,243.2271,220.1998,200.1702,28.47701,-269.6886,-292.6293,-106.5083,289.5883,369.1223,238.5536,0,49.21412,0,133.8836,0,18.52144,133.8836,30.16349,0,-186.6764,-169.6961,45.84317,235.5103,381.9627,188.7216,1.883428,-129.8102,-68.35238,-224.5138,-204.0918,189.0187,408.8557,432.775,213.3734,-127.5334,-312.6867,-243.2271,-124.7332,-113.3873,92.01678,152.7663,165.7612,60.33213,10.22856,-173.7194,-135.1297,0,130.1793,0,133.8836,64.03127,61.91454,0,134.4128,0,177.684,39.81633,7.765116,-53.64439,-58.20758,112.6977,165.3844,116.5665,181.3348
358.9265,204.0918,79.27764,-188.1859,-218.4554,-84.25249,158.7552,447.0995,243.2271,220.1998,292.7774,80.33704,-269.6886,-292.6293,27.90441,290.1175,441.0913,372.9663,134.4128,127.5334,78.84843,0,134.4128,134.4128,134.4128,0,134.4128,-186.6764,-36.34172,180.2559,363.0437,358.6786,224.7062,-132.0001,-125.5768,-67.8232,-224.5138,-69.67902,189.5479,409.3849,307.3583,243.0077,-158.7552,-205.7915,-243.2271,9.679577,18.9087,152.8729,152.7663,165.7612,60.33213,46.21308,-173.7194,-0.7169882,134.4128,115.8913,106.8952,0,134.4128,0,134.4128,113.2454,134.4128,46.44638,174.2291,3.531643,-25.06846,-58.20758,5.80256,30.97161,61.00216,127.358
224.5138,337.4462,-55.13511,-274.9721,-208.4009,-108.595,292.1096,429.1072,246.9314,220.1998,329.8203,68.695,-268.101,-292.6293,21.5542,155.7048,405.1068,354.9741,123.2999,0,133.3544,0,23.81328,56.62269,98.95742,75.67332,98.42823,-109.4155,-154.879,59.07277,245.0356,248.0791,90.29341,1.354244,-191.1956,-195.8857,-184.2958,-204.0918,55.13511,279.2056,384.09,108.595,-158.7552,-178.8032,-109.8727,1.741816,-72.11095,30.63142,152.7663,165.7612,111.663,40.92124,-173.7194,-135.1297,98.42823,0,109.5411,133.3544,23.81328,133.3544,0,0,133.8836,43.80046,173.1707,-2.289381,10.38688,-58.20758,-21.18583,136.8084,194.3565,53.80146
224.5138,204.0918,78.21928,-141.6177,-298.3622,24.75942,251.3624,312.6867,243.2271,220.1998,200.1702,-54.0757,-269.6886,-292.6293,-106.5083,289.0592,315.6747,238.5536,0,133.3544,0,133.3544,0,21.16736,99.4866,0,0,-186.6764,-169.6961,45.84317,310.6545,381.4335,90.29341,-75.37744,-259.9895,-68.88156,-224.5138,-204.0918,188.4895,274.9721,431.7166,204.9065,-142.3505,-292.0486,-243.2271,-124.7332,-113.3873,30.63142,152.7663,165.7612,60.33213,-88.19967,-173.7194,-135.1297,0,133.3544,0,62.9729,0,0,0,133.3544,0,141.6995,39.81633,-10.75633,-53.64439,-58.20758,112.1686,164.326,82.6987,47.45125
224.5138,204.0918,73.9858,-141.0885,-298.3622,24.75942,292.1096,346.5545,374.4648,220.1998,334.0538,-54.0757,-167.0269,-158.7457,17.32073,289.0592,440.0329,287.2385,44.98064,133.3544,0,93.13639,0,133.3544,103.7201,127.5334,117.4789,-186.6764,-169.6961,45.84317,339.7596,383.0211,90.29341,-67.43968,-259.9895,-68.88156,-210.755,-155.4068,149.8591,274.9721,432.2458,241.9493,-25.40084,-299.4571,-121.5148,-113.6203,-113.3873,75.08289,286.6499,292.7653,137.593,-88.19967,-39.83588,-135.1297,133.3544,133.3544,0,105.8368,0,22.75491,75.67332,42.86391,8.996129,177.1548,39.81633,124.1856,80.23917,75.1468,107.4059,164.326,74.23176,47.45125
224.5138,337.9753,72.92743,-274.9721,-298.3622,-108.595,158.7552,446.0411,312.021,220.1998,320.8242,-54.0757,-269.6886,-241.2984,-106.5083,155.7048,306.6786,363.441,0,0,0,0,0,0,0,127.5334,46.03901,-90.36489,-36.34172,45.84317,228.631,381.9627,90.29341,-4.466781,-259.9895,-202.2359,-103.8598,-161.2279,188.4895,274.9721,425.8956,108.595,-112.7162,-255.5349,-109.3435,-124.7332,-7.021318,30.63142,152.7663,165.7612,60.33213,-88.19967,-40.36506,-1.246172,0,0,0,0,0,127.5334,133.8836,64.03127,16.93389,43.80046,39.81633,98.78477,80.23917,75.1468,34.3785,30.97161,194.8857,47.45125
284.8408,204.0918,79.27764,-265.976,-283.0159,-23.39633,293.168,438.1034,359.1184,220.1998,200.1702,-6.449137,-135.805,-242.886,-84.8118,274.7712,440.5621,292.5303,70.91066,13.75879,127.0042,0,132.8252,124.8874,49.21412,0,120.1248,-186.6764,-49.04214,132.6293,362.5145,381.9627,90.29341,-106.5993,-259.9895,-92.69485,-224.5138,-204.0918,189.5479,274.9721,398.378,243.0077,-47.62656,-305.8073,-243.2271,-98.27397,-21.83847,30.63142,287.1791,252.5473,194.2157,-76.02844,-64.70753,-9.713117,111.6578,129.6501,0,67.20638,17.99226,0,0,97.36987,121.1832,164.4544,39.81633,-10.75633,-53.64439,-44.97798,113.2269,165.3844,61.00216,47.45125
